Can HomocysteineLevel that is also ModerateMontgomeryAsbergDepressionRating be considered a subcategory of 'GenotypeMeasure'?, **False
Can HamiltonDepressionMeasure that is also HamiltonDepressionScore be considered a subcategory of 'MontgomeryAsbergDepressionRatingDifference'?, False
Can Satiety that is also WeigthDifference be considered a subcategory of 'ASAAConcentration'?, **False
Can GeneExpressionDifference that is also PlasmaDrugConcentration be considered a subcategory of 'LowRemission'?, **False
Can ModerateReductionInMontgomeryAsbergDepressionRating that is also WeightMeasure be considered a subcategory of 'HamiltonDepressionMeasure'?, FALSE
Can HighReductionInMontgomeryAsbergDepressionRating that is also SimilarRemissionOddsRatio be considered a subcategory of 'PharmacodynamicMeasure'?, **False
Can CognitiveMeasure that is also HighHamiltonDepressionScore be considered a subcategory of 'ChildDepressionScore'?, False
Can HighReductionInChildDepressionScore that is also MontgomeryAsbergDepressionRatingDifference be considered a subcategory of 'BloodSerumProteinCount'?, False
Can DepressionMeasure that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'ElectrocardiogramQTInterval'?, **FALSE
Can BodyMassIndexDecrease that is also ModerateMontgomeryAsbergDepressionRating be considered a subcategory of 'LowRemissionOddsRatio'?, False
Can AirwayResponsivenessUsingMethacholine that is also HamiltonDepressionMeasure be considered a subcategory of 'ErythromycinClearanceMeasure'?, False
Can HamiltonDepressionScoreDifference that is also IncreasedGeneExpression be considered a subcategory of 'QualityOfLife'?, **False
Can HighReductionInChildDepressionScore that is also SatietyFrequency be considered a subcategory of 'CoagulationProfile'?, **False
Can HigherDiseaseSusceptibiltyOdds that is also ModerateReductionInMontgomeryAsbergDepressionRating be considered a subcategory of 'BodyMassIndexIncrease'?, FALSE
Can BodyMassIndexIncrease that is also Race be considered a subcategory of 'AsthmaFrequency'?, **False
Can DiseaseSusceptibilityOdds that is also SatietyMeasure be considered a subcategory of 'ModerateReductionInHamiltonDepressionScore'?, **False
Can PharmacokineticMeasure that is also TaxonomicMeasure be considered a subcategory of 'HomocysteineLevel'?, FALSE
Can LowReductionInHamiltonAnxietyScore that is also _24HourBloodPressure be considered a subcategory of 'BodyMassIndexMeasure'?, **False
Can DrugClearance that is also SatietyDecrease be considered a subcategory of 'HighReductionInChildDepressionScore'?, False
Can GeneExpressionMeasure that is also SideEffectFrequency be considered a subcategory of 'LowReductionInHamiltonDepressionScore'?, **FALSE
Can DrugEfficacyMeasure that is also SideEffectRate be considered a subcategory of 'ForcedExperiatoryVolume'?, False
Can ClinicalOutcomeMeasure that is also WeigthDifference be considered a subcategory of 'ModerateReductionInMontgomeryAsbergDepressionRating'?, **False
Can DiseaseSusceptibilityOdds that is also DrugEfficacy be considered a subcategory of 'LowDrugEfficacy'?, **False
Can ASAAConcentration that is also ModerateReductionInHamiltonAnxietyScore be considered a subcategory of 'PulmonaryFunctionMeasure'?, FALSE
Can HamiltonDepressionScore that is also PathogenCount be considered a subcategory of 'LipidProfile'?, False.
Can BoneMineralDensity that is also HighHamiltonDepressionScore be considered a subcategory of 'ExerciseResponse'?, **False
Can GeneExpression that is also ModerateReductionInChildDepressionScore be considered a subcategory of 'NormalGeneExpression'?, FALSE
Can DrugClearance that is also HighReductionInHamiltonDepressionScore be considered a subcategory of 'BiologicalMeasure'?, TRUE
Can DrugClearance that is also HighReductionInHamiltonDepressionScore be considered a subcategory of 'ChildDepressionScore'?, FALSE
Can DrugClearance that is also HighReductionInHamiltonDepressionScore be considered a subcategory of 'MolecularMeasure'?, TRUE
Can HighReductionInHamiltonDepressionScore be considered a subcategory of 'MolecularMeasure'?, **FALSE
Can DrugClearance be considered a subcategory of 'MolecularMeasure'?, False
Can MolecularMeasure that is also SimilarRemissionOddsRatio be considered a subcategory of 'HamiltonDepressionScoreDifference'?, **False
Can DrugEfficacyMeasure that is also LowRemissionOddsRatio be considered a subcategory of 'SimilarRemissionOddsRatio'?, FALSE
Can SideEffectFrequency that is also _24HourBloodPressure be considered a subcategory of 'HighRemission'?, False
Can NormalGeneExpression that is also WeigthDifference be considered a subcategory of 'BiophysicalMeasure'?, **True
Can MontgomeryAsbergDepressionRating that is also SatietyDecrease be considered a subcategory of 'NormalGeneExpression'?, FALSE
