Can HomocysteineLevel that is also ModerateMontgomeryAsbergDepressionRating be considered a subcategory of 'GenotypeMeasure'?,  False.
Can HamiltonDepressionMeasure that is also HamiltonDepressionScore be considered a subcategory of 'MontgomeryAsbergDepressionRatingDifference'?,  I.
Can Satiety that is also WeigthDifference be considered a subcategory of 'ASAAConcentration'?,  I.
Can GeneExpressionDifference that is also PlasmaDrugConcentration be considered a subcategory of 'LowRemission'?,  I.
Can ModerateReductionInMontgomeryAsbergDepressionRating that is also WeightMeasure be considered a subcategory of 'HamiltonDepressionMeasure'?,  I.
Can HighReductionInMontgomeryAsbergDepressionRating that is also SimilarRemissionOddsRatio be considered a subcategory of 'PharmacodynamicMeasure'?,  I.
Can CognitiveMeasure that is also HighHamiltonDepressionScore be considered a subcategory of 'ChildDepressionScore'?,  I.
Can HighReductionInChildDepressionScore that is also MontgomeryAsbergDepressionRatingDifference be considered a subcategory of 'BloodSerumProteinCount'?,  I.
Can DepressionMeasure that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'ElectrocardiogramQTInterval'?,  False.
Can BodyMassIndexDecrease that is also ModerateMontgomeryAsbergDepressionRating be considered a subcategory of 'LowRemissionOddsRatio'?,  I.
Can AirwayResponsivenessUsingMethacholine that is also HamiltonDepressionMeasure be considered a subcategory of 'ErythromycinClearanceMeasure'?,  False.
Can HamiltonDepressionScoreDifference that is also IncreasedGeneExpression be considered a subcategory of 'QualityOfLife'?,  I.
Can HighReductionInChildDepressionScore that is also SatietyFrequency be considered a subcategory of 'CoagulationProfile'?,  I.
Can HigherDiseaseSusceptibiltyOdds that is also ModerateReductionInMontgomeryAsbergDepressionRating be considered a subcategory of 'BodyMassIndexIncrease'?,  False.
Can BodyMassIndexIncrease that is also Race be considered a subcategory of 'AsthmaFrequency'?,  I.
Can DiseaseSusceptibilityOdds that is also SatietyMeasure be considered a subcategory of 'ModerateReductionInHamiltonDepressionScore'?,  I.
Can PharmacokineticMeasure that is also TaxonomicMeasure be considered a subcategory of 'HomocysteineLevel'?,  I.
Can LowReductionInHamiltonAnxietyScore that is also _24HourBloodPressure be considered a subcategory of 'BodyMassIndexMeasure'?,  I.
Can DrugClearance that is also SatietyDecrease be considered a subcategory of 'HighReductionInChildDepressionScore'?,  I.
Can GeneExpressionMeasure that is also SideEffectFrequency be considered a subcategory of 'LowReductionInHamiltonDepressionScore'?,  I.
Can DrugEfficacyMeasure that is also SideEffectRate be considered a subcategory of 'ForcedExperiatoryVolume'?,  I.
Can ClinicalOutcomeMeasure that is also WeigthDifference be considered a subcategory of 'ModerateReductionInMontgomeryAsbergDepressionRating'?,  I.
Can DiseaseSusceptibilityOdds that is also DrugEfficacy be considered a subcategory of 'LowDrugEfficacy'?,  I.
Can ASAAConcentration that is also ModerateReductionInHamiltonAnxietyScore be considered a subcategory of 'PulmonaryFunctionMeasure'?,  I.
Can HamiltonDepressionScore that is also PathogenCount be considered a subcategory of 'LipidProfile'?,  I.
Can BoneMineralDensity that is also HighHamiltonDepressionScore be considered a subcategory of 'ExerciseResponse'?,  False.
Can GeneExpression that is also ModerateReductionInChildDepressionScore be considered a subcategory of 'NormalGeneExpression'?,  I.
Can DrugClearance that is also HighReductionInHamiltonDepressionScore be considered a subcategory of 'BiologicalMeasure'?,  I.
Can MolecularMeasure that is also SimilarRemissionOddsRatio be considered a subcategory of 'HamiltonDepressionScoreDifference'?,  I.
Can DrugEfficacyMeasure that is also LowRemissionOddsRatio be considered a subcategory of 'SimilarRemissionOddsRatio'?,  I.
Can SideEffectFrequency that is also _24HourBloodPressure be considered a subcategory of 'HighRemission'?,  I.
Can NormalGeneExpression that is also WeigthDifference be considered a subcategory of 'BiophysicalMeasure'?,  I.
Can MontgomeryAsbergDepressionRating that is also SatietyDecrease be considered a subcategory of 'NormalGeneExpression'?,  I.
Can Gender that is also LowHamiltonDepressionScore be considered a subcategory of 'BiologicalMeasure'?,  I.
Can AnxietyMeasure that is also MontgomeryAsbergDepressionMeasure be considered a subcategory of 'ForcedExperiatoryVolume'?,  I.
Can SimilarDiseaseSusceptibilityOdds that is also Weigth be considered a subcategory of 'ModerateReductionInMontgomeryAsbergDepressionRating'?,  I.
Can DrugEfficacy that is also MontgomeryAsbergDepressionRatingDifference be considered a subcategory of 'HighRemission'?,  I.
Can ChildDepressionMeasure that is also SideEffectMeasure be considered a subcategory of 'BiophysicalMeasure'?,  I.
Can ASAAConcentrationDifference that is also PharmacokineticMeasure be considered a subcategory of 'ZeroRemission'?,  I.
Can HighRemission that is also LowReductionInMontgomeryAsbergDepressionRating be considered a subcategory of 'BodyMassIndexDecrease'?,  I.
Can SimilarRemissionOddsRatio that is also TissueMeasure be considered a subcategory of 'HighReductionInMontgomeryAsbergDepressionRating'?,  I.
Can HighReductionInHamiltonDepressionScore that is also ReninAngiotensinSystemMeasure be considered a subcategory of 'LowRemission'?,  I.
Can EventFreeSurvivalTime that is also SideEffectRate be considered a subcategory of 'HamiltonDepressionScoreDifference'?,  I.
Can GeneExpression that is also MontgomeryAsbergDepressionMeasure be considered a subcategory of 'SimilarRemissionOddsRatio'?,  I.
Can BodyMassIndexDecrease that is also LipidProfile be considered a subcategory of 'ChildDepressionScore'?,  I.
Can DoseFrequency that is also WeigthDifference be considered a subcategory of 'BloodSerumProteinCount'?,  I.
Can Gender that is also HighRemission be considered a subcategory of 'GenotypeMeasure'?,  I.
Can ASAAConcentrationDifference that is also BoneMineralDensity be considered a subcategory of 'MontgomeryAsbergDepressionRatingDifference'?,  I.
Can IncreasedGeneExpression that is also PharmacodynamicMeasure be considered a subcategory of 'DepressionMeasure'?,  I.
Can BiophysicalMeasure that is also _24HourBloodPressure be considered a subcategory of 'HighDrugEfficacy'?,  I.
Can ElectrocardiogramQTInterval that is also HamiltonDepressionScoreDifference be considered a subcategory of 'BoneMineralDensity'?,  False.
Can ChildDepressionScoreDifference that is also ERVisitFrequency be considered a subcategory of 'MyocardialInfarctionFrequency'?,  False.
Can HighReductionInHamiltonDepressionScore that is also MontgomeryAsbergDepressionMeasure be considered a subcategory of 'HighMontgomeryAsbergDepressionRating'?,  I.
Can ASAAConcentrationDecrease that is also ASAAMeasure be considered a subcategory of 'WeightMeasure'?,  I.
Can BloodSerumProteinCount that is also ChildDepressionScore be considered a subcategory of 'AirwayResponsivenessUsingMethacholine'?,  False.
Can HighRemissionOddsRatio that is also LowRemissionOddsRatio be considered a subcategory of 'BodyMassIndexDifference'?,  I.
Can HighReductionInHamiltonAnxietyScore that is also HighRemissionOddsRatio be considered a subcategory of 'HighReductionInChildDepressionScore'?,  I.
Can MontgomeryAsbergDepressionRating that is also PulmonaryFunctionMeasure be considered a subcategory of 'LowReductionInHamiltonDepressionScore'?,  I.
Can ASAAConcentrationIncrease that is also SimilarDiseaseSusceptibilityOdds be considered a subcategory of 'ChildDepressionMeasure'?,  I.
Can HighHamiltonDepressionScore that is also RemissionMeasure be considered a subcategory of 'CognitiveMeasure'?,  I.
Can LowRemissionOddsRatio that is also ZeroDrugEfficacy be considered a subcategory of 'LowDrugEfficacy'?,  I.
Can EventFreeSurvivalTime that is also Race be considered a subcategory of 'PulmonaryFunctionMeasure'?,  I.
Can HighRemission that is also MetabolicMeasure be considered a subcategory of 'HomocysteineLevel'?,  I.
Can ChildDepressionScore that is also NeoplasmFrequency be considered a subcategory of 'LowHamiltonDepressionScore'?,  I.
Can SatietyDecrease that is also SimilarDiseaseSusceptibilityOdds be considered a subcategory of 'LowReductionInChildDepressionScore'?,  I.
Can ChildDepressionScoreDifference that is also LowMontgomeryAsbergDepressionRating be considered a subcategory of 'CognitiveMeasure'?,  I.
Can DailyBloodPressure that is also HamiltonDepressionScore be considered a subcategory of 'HighMontgomeryAsbergDepressionRating'?,  I.
Can HigherDiseaseSusceptibiltyOdds that is also SideEffectRate be considered a subcategory of 'WeightMeasure'?,  I.
Can HamiltonAnxietyScoreDifference that is also ModerateMontgomeryAsbergDepressionRating be considered a subcategory of 'HomocysteineLevel'?,  False.
Can ASAAConcentrationIncrease that is also HighRemissionOddsRatio be considered a subcategory of 'LowHamiltonDepressionScore'?,  I.
Can DecreasedGeneExpression that is also HighReductionInMontgomeryAsbergDepressionRating be considered a subcategory of 'HighReductionInChildDepressionScore'?,  I.
Can DiseaseFrequency that is also _24HourBloodPressure be considered a subcategory of 'LowReductionInHamiltonDepressionScore'?,  I.
Can ASAAConcentrationIncrease that is also BodyMassIndexDifference be considered a subcategory of 'ForcedExperiatoryVolume'?,  I.
Can HomocysteineLevel that is also SatietyIncrease be considered a subcategory of 'ModerateReductionInMontgomeryAsbergDepressionRating'?,  False.
Can GeneExpressionMeasure that is also MontgomeryAsbergDepressionMeasure be considered a subcategory of 'ASAAConcentrationDifference'?,  I.
Can DoseFrequency that is also ModerateReductionInHamiltonDepressionScore be considered a subcategory of 'PulmonaryFunctionMeasure'?,  I.
