Parent and Person SubClassOf Father, False
GrandParent and Person SubClassOf Woman, FALSE
GrandFather SubClassOf OffSpring, False
hasParent some GrandMother SubClassOf Male, FALSE
GrandMother and GrandParent SubClassOf OffSpring, FALSE
Son SubClassOf hasSex some Parent, FALSE
Parent SubClassOf hasChild some Male, False
Female and GrandMother SubClassOf Daughter, FALSE
GrandFather SubClassOf Daughter, False
Father and Mother SubClassOf Male, FALSE
Daughter and OffSpring SubClassOf Father, False
Male and Mother SubClassOf Sister, False
hasSex some OffSpring SubClassOf GrandMother, False
Man and Woman SubClassOf Sister, FALSE
Male SubClassOf hasSibling some Mother, FALSE
hasParent some Sister SubClassOf Sex, **FALSE
Son SubClassOf hasParent some Brother, FALSE
GrandFather and OffSpring SubClassOf Son, FALSE
Sibling and Son SubClassOf Woman, False
hasSibling some Female SubClassOf Sex, FALSE
Father and Mother SubClassOf Son, FALSE
GrandFather and Woman SubClassOf Brother, FALSE
Child and Person SubClassOf Male, TRUE
Child and Person SubClassOf GrandMother, **False
Child and Person SubClassOf Son, FALSE
Child and Person SubClassOf Female, False
Child and Person SubClassOf Father, FALSE
Child and Person SubClassOf Brother, False
Child and Person SubClassOf Parent, TRUE
Child SubClassOf Parent, TRUE
Child SubClassOf GrandMother, FALSE
Child SubClassOf Thing, True
Child SubClassOf Parent and Thing, TRUE
Child SubClassOf Son, True
Child SubClassOf Parent and Son and Thing, True
Child SubClassOf Female, TRUE
Child SubClassOf Female and Parent and Son and Thing, True
Child SubClassOf Father, TRUE
Child SubClassOf Father and Female and Parent and Son and Thing, True
Child SubClassOf Person, TRUE
Child SubClassOf Father and Female and Parent and Person and Son and Thing, FALSE
Child SubClassOf Brother, False
Child SubClassOf Daughter, True
Child SubClassOf Daughter and Father and Female and Parent and Son and Thing, TRUE
Child SubClassOf Man, True
Child SubClassOf Daughter and Father and Female and Man and Parent and Son and Thing, True
Child SubClassOf Mother, TRUE
Child SubClassOf Daughter and Father and Female and Man and Mother and Parent and Son and Thing, True
Child SubClassOf GrandParent, TRUE
Child SubClassOf Daughter and Father and Female and GrandParent and Man and Mother and Parent and Son and Thing, FALSE
Child SubClassOf Sex, TRUE
Child SubClassOf Daughter and Father and Female and Man and Mother and Parent and Sex and Son and Thing, TRUE
Child SubClassOf Sister, False
Child SubClassOf OffSpring, TRUE
Child SubClassOf Daughter and Father and Female and Man and Mother and OffSpring and Parent and Sex and Son and Thing, **TRUE
Child SubClassOf Woman, TRUE
Child SubClassOf Daughter and Father and Female and Man and Mother and Parent and Sex and Son and Woman and Thing, True
Child SubClassOf Male, TRUE
Child SubClassOf Daughter and Father and Female and Male and Man and Mother and Parent and Sex and Son and Woman and Thing, TRUE
Child SubClassOf Sibling, False
Child SubClassOf GrandFather, False
Child SubClassOf Daughter and Father and Female and Male and Man and Mother and Parent and Person and Sex and Son and Woman and Thing, True
Child SubClassOf Daughter and Father and Female and GrandParent and Male and Man and Mother and Parent and Person and Sex and Son and Woman and Thing, TRUE
Child SubClassOf Daughter and Father and Female and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Son and Woman and Thing, True
Female and GrandMother SubClassOf OffSpring, False
Father and Mother SubClassOf OffSpring, **False
Parent and Sister SubClassOf Child, False
Man SubClassOf Son, FALSE
hasSex some Woman SubClassOf Male, FALSE
hasChild some Child SubClassOf Child, TRUE
hasChild some Child SubClassOf GrandMother, FALSE
hasChild some Child SubClassOf Son, TRUE
Thing SubClassOf Thing and (hasChild some (Child and Daughter and Father and Female and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Son and Woman and Thing)), TRUE
Child and Daughter and Father and Female and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Son and Woman and Thing SubClassOf GrandMother, **True
Child and Daughter and Father and Female and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Son and Woman and Thing SubClassOf Brother, False
Child and Daughter and Father and Female and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Son and Woman and Thing SubClassOf Sister, False
Child and Daughter and Father and Female and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Son and Woman and Thing SubClassOf Sibling, FALSE
Child and Daughter and Father and Female and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Son and Woman and Thing SubClassOf GrandFather, FALSE
Thing and (hasChild some Child) and (hasChild some (Daughter and Father and Female and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Son and Woman and Thing)) SubClassOf Thing and (hasChild some (Child and Daughter and Father and Female and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Son and Woman and Thing)), True
Thing and (hasChild some (Child and Daughter and Father and Female and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Son and Woman and Thing)) SubClassOf Thing and (hasChild some (Child and Daughter and Father and Female and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Son and Woman and Thing)), TRUE
Thing and (hasChild some (Daughter and Father and Female and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Son and Woman and Thing)) SubClassOf Son, True
Thing and (hasChild some (Father and Female and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Son and Woman and Thing)) SubClassOf Son, False
Thing and (hasChild some (Daughter and Female and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Son and Woman and Thing)) SubClassOf Son, TRUE
Thing and (hasChild some (Daughter and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Son and Woman and Thing)) SubClassOf Son, False
Thing and (hasChild some (Daughter and Female and Male and Man and Mother and OffSpring and Parent and Person and Sex and Son and Woman and Thing)) SubClassOf Son, FALSE
Thing and (hasChild some (Daughter and Female and GrandParent and Man and Mother and OffSpring and Parent and Person and Sex and Son and Woman and Thing)) SubClassOf Son, FALSE
Thing and (hasChild some (Daughter and Female and GrandParent and Male and Mother and OffSpring and Parent and Person and Sex and Son and Woman and Thing)) SubClassOf Son, FALSE
Thing and (hasChild some (Daughter and Female and GrandParent and Male and Man and OffSpring and Parent and Person and Sex and Son and Woman and Thing)) SubClassOf Son, True
Thing and (hasChild some (Daughter and Female and GrandParent and Male and Man and Parent and Person and Sex and Son and Woman and Thing)) SubClassOf Son, FALSE
Thing and (hasChild some (Daughter and Female and GrandParent and Male and Man and OffSpring and Person and Sex and Son and Woman and Thing)) SubClassOf Son, TRUE
Thing and (hasChild some (Daughter and Female and GrandParent and Male and Man and OffSpring and Sex and Son and Woman and Thing)) SubClassOf Son, FALSE
Thing and (hasChild some (Daughter and Female and GrandParent and Male and Man and OffSpring and Person and Son and Woman and Thing)) SubClassOf Son, True
Thing and (hasChild some (Daughter and Female and GrandParent and Male and Man and OffSpring and Person and Woman and Thing)) SubClassOf Son, FALSE
Thing and (hasChild some (Daughter and Female and GrandParent and Male and Man and OffSpring and Person and Son and Thing)) SubClassOf Son, TRUE
hasParent some OffSpring SubClassOf Person, False
hasSibling some Son SubClassOf Person, FALSE
Man and Son SubClassOf Daughter, FALSE
Male and Mother SubClassOf Sibling, FALSE
GrandFather and Sibling SubClassOf Sex, **False
Father and Male SubClassOf Mother, False
Father and GrandFather SubClassOf Mother, FALSE
Brother and Person SubClassOf Daughter, FALSE
Brother and Woman SubClassOf Female, TRUE
Brother and Woman SubClassOf GrandMother, FALSE
Brother and Woman SubClassOf Son, **False
Woman SubClassOf Female, True
Woman SubClassOf GrandMother, TRUE
Woman SubClassOf Female and GrandMother, TRUE
Woman SubClassOf Thing, True
Woman SubClassOf Female and GrandMother and Thing, TRUE
Woman SubClassOf Son, FALSE
Woman SubClassOf Father, False
Woman SubClassOf Child, FALSE
Woman SubClassOf Person, True
Woman SubClassOf Female and GrandMother and Person and Thing, TRUE
Woman SubClassOf Brother, False
Woman SubClassOf Parent, TRUE
Woman SubClassOf Female and GrandMother and Parent and Person and Thing, TRUE
Woman SubClassOf Daughter, True
Woman SubClassOf Daughter and Female and GrandMother and Parent and Person and Thing, TRUE
Woman SubClassOf Man, TRUE
Woman SubClassOf Daughter and Female and GrandMother and Man and Parent and Person and Thing, False
Woman SubClassOf Mother, False
Woman SubClassOf GrandParent, FALSE
Woman SubClassOf Sex, TRUE
Woman SubClassOf Daughter and Female and GrandMother and Parent and Person and Sex and Thing, TRUE
Woman SubClassOf Sister, TRUE
Woman SubClassOf Daughter and Female and GrandMother and Parent and Person and Sex and Sister and Thing, True
Woman SubClassOf OffSpring, False
Woman SubClassOf Male, **False
Woman SubClassOf Sibling, FALSE
Woman SubClassOf GrandFather, False
Woman SubClassOf Daughter and Female and GrandMother and Man and Parent and Person and Sex and Sister and Thing, **False
Female and Man SubClassOf Mother, False
Mother and Person SubClassOf Sex, TRUE
Mother and Person SubClassOf GrandMother, **False
Mother and Person SubClassOf Son, FALSE
Mother and Person SubClassOf Female, True
Person SubClassOf Female, FALSE
Mother SubClassOf Female, TRUE
Mother SubClassOf GrandMother, TRUE
Mother SubClassOf Female and GrandMother, True
Mother SubClassOf Thing, True
Mother SubClassOf Female and GrandMother and Thing, True
Mother SubClassOf Son, FALSE
Mother SubClassOf Father, False
Mother SubClassOf Child, FALSE
Mother SubClassOf Person, TRUE
Mother SubClassOf Female and GrandMother and Person and Thing, TRUE
Mother SubClassOf Brother, FALSE
Mother SubClassOf Parent, TRUE
Mother SubClassOf Female and GrandMother and Parent and Person and Thing, **True
Mother SubClassOf Daughter, False
Mother SubClassOf Man, FALSE
Mother SubClassOf GrandParent, False
Mother SubClassOf Sex, FALSE
Mother SubClassOf Sister, FALSE
Mother SubClassOf OffSpring, FALSE
Mother SubClassOf Woman, TRUE
Mother SubClassOf Female and GrandMother and Person and Woman and Thing, True
Mother SubClassOf Male, False
Mother SubClassOf Sibling, False
Mother SubClassOf GrandFather, False
Mother SubClassOf Female and GrandMother and Parent and Person and Woman and Thing, TRUE
hasChild some GrandParent SubClassOf Brother, FALSE
Sibling and Sister SubClassOf Brother, FALSE
Female and Person SubClassOf Woman, TRUE
Female and Person SubClassOf GrandMother, TRUE
Female SubClassOf GrandMother, TRUE
Female SubClassOf Thing, TRUE
Female SubClassOf GrandMother and Thing, TRUE
Female SubClassOf Son, FALSE
Female SubClassOf Father, False
Female SubClassOf Child, False
Female SubClassOf Person, TRUE
Female SubClassOf GrandMother and Person and Thing, TRUE
Female SubClassOf Brother, False
Female SubClassOf Parent, True
Female SubClassOf GrandMother and Parent and Person and Thing, TRUE
Female SubClassOf Daughter, True
Female SubClassOf Daughter and GrandMother and Parent and Person and Thing, True
Female SubClassOf Man, TRUE
Female SubClassOf Daughter and GrandMother and Man and Parent and Person and Thing, **False
Female SubClassOf Mother, FALSE
Female SubClassOf GrandParent, False
Female SubClassOf Sex, True
Female SubClassOf Daughter and GrandMother and Parent and Person and Sex and Thing, True
Female SubClassOf Sister, TRUE
Female SubClassOf Daughter and GrandMother and Parent and Person and Sex and Sister and Thing, TRUE
Female SubClassOf OffSpring, TRUE
Female SubClassOf Daughter and GrandMother and OffSpring and Parent and Person and Sex and Sister and Thing, TRUE
Female SubClassOf Woman, TRUE
Female SubClassOf Daughter and GrandMother and OffSpring and Parent and Person and Sex and Sister and Woman and Thing, TRUE
Female SubClassOf Male, False
Female SubClassOf Sibling, False
Female SubClassOf GrandFather, **FALSE
