teaches some Researcher SubClassOf Professor, True
teaches some Researcher SubClassOf University, True
Researcher SubClassOf University, True
Researcher SubClassOf Project, True
Researcher SubClassOf Project and University, True
Researcher SubClassOf Module, True
Researcher SubClassOf Module and Project and University, True
Researcher SubClassOf Professor, True
Researcher SubClassOf Module and Professor and Project and University, True
Researcher SubClassOf Teacher, True
Researcher SubClassOf Module and Professor and Project and Teacher and University, True
Researcher SubClassOf Person, True
Researcher SubClassOf Module and Person and Professor and Project and Teacher and University, Here is
manages some Project SubClassOf Person, False
Project SubClassOf Professor, True
Project SubClassOf University, True
Project SubClassOf Module, True
Project SubClassOf Module and University, True
Project SubClassOf Module and Professor and University, True
Project SubClassOf Teacher, True
Project SubClassOf Module and Professor and Teacher and University, True
Project SubClassOf Person, True
Project SubClassOf Module and Person and Professor and Teacher and University, True
Project SubClassOf Researcher, True
Project SubClassOf Module and Person and Professor and Researcher and Teacher and University, True
teaches some Project SubClassOf University, False
Teacher and University SubClassOf Researcher, True
Teacher and University SubClassOf Project, False
Teacher and University SubClassOf Module, False
Teacher and University SubClassOf Professor, True
University SubClassOf Professor, True
University SubClassOf Project, True
University SubClassOf Professor and Project, True
University SubClassOf Module, True
University SubClassOf Module and Professor and Project, True
University SubClassOf Teacher, True
University SubClassOf Module and Professor and Project and Teacher, True
University SubClassOf Person, True
University SubClassOf Module and Person and Professor and Project and Teacher, True
University SubClassOf Researcher, True
University SubClassOf Module and Person and Professor and Project and Researcher and Teacher, True
Professor and Teacher SubClassOf Researcher, True
Professor and Teacher SubClassOf University, True
Professor SubClassOf University, True
Professor SubClassOf Project, True
Professor SubClassOf Project and University, True
Professor SubClassOf Module, True
Professor SubClassOf Module and Project and University, True
Professor SubClassOf Teacher, True
Professor SubClassOf Module and Project and Teacher and University, True
Professor SubClassOf Person, True
Professor SubClassOf Module and Person and Project and Teacher and University, True
Professor SubClassOf Researcher, True
Professor SubClassOf Module and Person and Project and Researcher and Teacher and University, True
teaches some Researcher SubClassOf Person, True
Thing SubClassOf teaches some (Module and Person and Professor and Project and Researcher and Teacher and University), True
(teaches some Module) and (teaches some (Person and Professor and Project and Researcher and Teacher and University)) SubClassOf teaches some (Module and Person and Professor and Project and Researcher and Teacher and University), True
teaches some (Module and Person and Professor and Project and Researcher and Teacher and University) SubClassOf teaches some (Module and Person and Professor and Project and Researcher and Teacher and University), True
teaches some (Person and Professor and Project and Researcher and Teacher and University) SubClassOf University, True
teaches some (Professor and Project and Researcher and Teacher and University) SubClassOf University, True
teaches some (Project and Researcher and Teacher and University) SubClassOf University, True
teaches some (Researcher and Teacher and University) SubClassOf University, True
teaches some (Teacher and University) SubClassOf University, True
teaches some University SubClassOf University, True
teaches some Thing SubClassOf University, True
Person and Teacher SubClassOf University, False
Person SubClassOf teaches some Project, True
Person SubClassOf University, False
Person SubClassOf Project, True
Person SubClassOf Module, True
Person SubClassOf Module and Project, True
Person SubClassOf Professor, True
Person SubClassOf Module and Professor and Project, True
Person SubClassOf Teacher, True
Person SubClassOf Module and Professor and Project and Teacher, True
Person SubClassOf Researcher, True
Person SubClassOf Module and Professor and Project and Researcher and Teacher, True
manages some University SubClassOf Person, True
manages some University SubClassOf University, True
University SubClassOf University, True
Thing SubClassOf Thing and (manages some (Module and Person and Professor and Project and Researcher and Teacher and University and Thing)), True
Thing and (manages some Module) and (manages some (Person and Professor and Project and Researcher and Teacher and University and Thing)) SubClassOf Thing and (manages some (Module and Person and Professor and Project and Researcher and Teacher and University and Thing)), True
Thing and (manages some (Module and Person and Professor and Project and Researcher and Teacher and University and Thing)) SubClassOf Thing and (manages some (Module and Person and Professor and Project and Researcher and Teacher and University and Thing)), True
Thing and (manages some (Person and Professor and Project and Researcher and Teacher and University and Thing)) SubClassOf University, True
Thing and (manages some (Professor and Project and Researcher and Teacher and University and Thing)) SubClassOf University, True
Thing and (manages some (Project and Researcher and Teacher and University and Thing)) SubClassOf University, True
Thing and (manages some (Researcher and Teacher and University and Thing)) SubClassOf University, True
Thing and (manages some (Teacher and University and Thing)) SubClassOf University, True
Thing and (manages some (University and Thing)) SubClassOf University, True
Thing and (manages some Thing) SubClassOf University, True
Researcher SubClassOf teaches some Teacher, True
University SubClassOf teaches some Teacher, True
University and (teaches some Teacher) SubClassOf University and (teaches some Teacher), True
Module SubClassOf Teacher, True
Module SubClassOf University, True
Module SubClassOf Teacher and University, True
Module SubClassOf Project, True
Module SubClassOf Project and Teacher and University, True
Module SubClassOf Professor, True
Module SubClassOf Professor and Project and Teacher and University, True
Module SubClassOf Person, True
Module SubClassOf Person and Professor and Project and Teacher and University, True
Module SubClassOf Researcher, True
Module SubClassOf Person and Professor and Project and Researcher and Teacher and University, True
University SubClassOf teaches some Professor, True
University and (teaches some Professor) SubClassOf University and (teaches some Professor), True
Teacher SubClassOf Professor, True
Teacher SubClassOf University, True
Teacher SubClassOf Professor and University, True
Teacher SubClassOf Project, True
Teacher SubClassOf Professor and Project and University, True
Teacher SubClassOf Module, True
Teacher SubClassOf Module and Professor and Project and University, True
Teacher SubClassOf Person, True
Teacher SubClassOf Module and Person and Professor and Project and University, True
Teacher SubClassOf Researcher, True
Teacher SubClassOf Module and Person and Professor and Project and Researcher and University, True
Teacher SubClassOf manages some Researcher, True
University SubClassOf manages some Researcher, True
University and (manages some Researcher) SubClassOf University and (manages some Researcher), True
University SubClassOf Project and University and (manages some Researcher), True
University SubClassOf Module and Project and University and (manages some Researcher), True
University SubClassOf Module and Professor and Project and University and (manages some Researcher), True
University SubClassOf Module and Professor and Project and Teacher and University and (manages some Researcher), True
University SubClassOf Module and Person and Professor and Project and Teacher and University and (manages some Researcher), True
